 no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, loan_status,Gender,Age
3, Graduate, No,9200000,36400000,18,669, Approved,Female,46
4, Not Graduate, Yes,9300000,27500000,18,338, Rejected,Male,24
1, Graduate, No,1100000,3500000,8,562, Approved,Female,62
3, Not Graduate, No,5600000,18700000,2,769, Approved,Female,20
0, Graduate, Yes,6300000,21500000,8,629, Approved,Female,31
3, Graduate, No,8800000,18100000,6,699, Approved,Male,29
0, Not Graduate, No,8400000,20800000,20,590, Approved,Female,39
3, Graduate, Yes,1600000,5700000,4,707, Approved,Male,24
3, Not Graduate, Yes,4500000,11400000,8,391, Rejected,Female,22
5, Not Graduate, No,6500000,18500000,4,891, Approved,Female,24
3, Graduate, Yes,9500000,20600000,2,731, Approved,Female,34
3, Not Graduate, No,4700000,16700000,12,775, Approved,Male,73
5, Graduate, Yes,9600000,32400000,2,897, Approved,Male,51
5, Graduate, No,8000000,26700000,20,794, Approved,Male,49
2, Graduate, No,7700000,16700000,6,555, Approved,Male,47
1, Not Graduate, Yes,3600000,10300000,12,536, Rejected,Female,21
2, Not Graduate, No,700000,1700000,10,839, Approved,Male,63
0, Graduate, Yes,1400000,5100000,6,890, Approved,Male,23
1, Graduate, Yes,8600000,27900000,20,415, Rejected,Male,58
4, Graduate, No,4700000,15700000,4,868, Approved,Female,25
3, Graduate, Yes,2900000,5800000,12,353, Rejected,Female,32
4, Not Graduate, No,9000000,29000000,16,590, Approved,Female,69
5, Graduate, Yes,500000,900000,18,618, Approved,Female,34
2, Not Graduate, Yes,700000,1700000,10,539, Rejected,Female,46
0, Graduate, No,6800000,27000000,4,429, Approved,Female,23
2, Graduate, No,1800000,4700000,8,792, Approved,Male,29
0, Not Graduate, No,6000000,12400000,2,608, Approved,Female,63
4, Graduate, Yes,5400000,21500000,14,555, Approved,Male,55
5, Graduate, Yes,8400000,17500000,12,620, Approved,Female,73
0, Graduate, No,7400000,20900000,6,635, Approved,Male,41
2, Graduate, No,3200000,12500000,10,457, Rejected,Male,22
1, Graduate, Yes,5400000,21400000,8,350, Rejected,Female,23
5, Graduate, Yes,1000000,2500000,14,885, Approved,Male,34
0, Graduate, No,4400000,14700000,16,638, Approved,Male,58
1, Graduate, Yes,3800000,10500000,12,710, Approved,Male,41
3, Not Graduate, Yes,6100000,20900000,18,470, Rejected,Female,42
5, Not Graduate, Yes,5500000,17300000,16,874, Approved,Female,22
5, Not Graduate, Yes,500000,1800000,18,411, Rejected,Female,28
0, Not Graduate, Yes,300000,1100000,2,482, Approved,Male,29
1, Graduate, Yes,6200000,16900000,2,396, Rejected,Male,42
0, Not Graduate, No,300000,900000,20,436, Rejected,Female,40
0, Not Graduate, Yes,6900000,22100000,20,303, Rejected,Male,43
4, Graduate, No,3700000,11400000,12,728, Approved,Male,57
3, Not Graduate, Yes,8800000,28600000,10,775, Approved,Female,38
5, Graduate, Yes,8200000,23500000,12,402, Rejected,Male,39
1, Not Graduate, Yes,9200000,31500000,18,698, Approved,Male,58
0, Not Graduate, No,2400000,7800000,14,665, Approved,Female,27
4, Not Graduate, No,4100000,13500000,18,490, Rejected,Male,43
1, Graduate, No,8000000,31900000,12,504, Rejected,Male,48
3, Not Graduate, Yes,3600000,8600000,8,790, Approved,Female,67
1, Not Graduate, Yes,700000,2700000,20,669, Approved,Male,28
4, Not Graduate, No,8300000,30700000,6,381, Rejected,Male,29
0, Graduate, Yes,5300000,15000000,2,900, Approved,Female,25
4, Graduate, No,8300000,24900000,16,506, Rejected,Female,25
3, Not Graduate, Yes,2500000,8800000,12,538, Rejected,Male,53
3, Graduate, Yes,5400000,14400000,8,677, Approved,Female,43
4, Graduate, No,1600000,4900000,8,685, Approved,Male,29
2, Not Graduate, No,2400000,6200000,12,860, Approved,Male,26
5, Not Graduate, No,6300000,14800000,6,608, Approved,Female,43
4, Graduate, Yes,2500000,5300000,10,540, Rejected,Male,57
0, Graduate, Yes,7500000,16800000,16,492, Rejected,Female,32
3, Not Graduate, No,2900000,8500000,14,834, Approved,Female,32
3, Graduate, Yes,1000000,3500000,16,834, Approved,Male,51
2, Graduate, Yes,8600000,28800000,8,890, Approved,Female,30
1, Not Graduate, No,300000,1100000,12,443, Rejected,Male,78
5, Not Graduate, No,2300000,5700000,18,329, Rejected,Male,36
2, Not Graduate, Yes,2400000,5400000,12,739, Approved,Male,27
5, Graduate, Yes,9800000,30300000,6,867, Approved,Male,27
2, Not Graduate, No,8100000,24800000,6,307, Rejected,Female,65
3, Graduate, No,6700000,15500000,18,492, Rejected,Female,33
1, Not Graduate, Yes,8400000,24700000,18,698, Approved,Male,33
2, Graduate, No,200000,700000,8,851, Approved,Male,48
2, Graduate, No,4700000,12500000,14,375, Rejected,Male,49
0, Graduate, Yes,4300000,14300000,14,601, Approved,Female,24
4, Not Graduate, No,2200000,7000000,20,756, Approved,Male,52
4, Graduate, Yes,8600000,19200000,4,868, Approved,Male,36
4, Graduate, Yes,2000000,7200000,10,838, Approved,Male,31
4, Not Graduate, Yes,4200000,15900000,14,375, Rejected,Male,36
0, Not Graduate, Yes,5100000,12500000,18,778, Approved,Male,30
2, Graduate, Yes,4100000,11200000,6,442, Rejected,Male,40
1, Graduate, Yes,9900000,39500000,12,808, Approved,Female,38
1, Not Graduate, Yes,3200000,9000000,20,372, Rejected,Male,32
2, Graduate, No,5500000,19000000,4,597, Approved,Male,48
0, Graduate, Yes,7800000,29100000,20,435, Rejected,Female,31
3, Graduate, Yes,3400000,9700000,20,728, Approved,Male,23
4, Graduate, Yes,7900000,25900000,14,373, Rejected,Male,61
3, Graduate, Yes,8900000,18500000,10,367, Rejected,Male,42
2, Graduate, No,7300000,19100000,14,552, Approved,Male,27
4, Not Graduate, Yes,3300000,10600000,8,465, Rejected,Male,28
4, Graduate, Yes,2900000,10500000,8,607, Approved,Female,27
2, Graduate, Yes,500000,1300000,4,427, Rejected,Male,57
3, Not Graduate, No,7200000,21200000,4,711, Approved,Male,67
3, Not Graduate, No,8300000,24100000,14,823, Approved,Female,34
1, Not Graduate, Yes,8700000,20500000,6,523, Rejected,Female,34
4, Not Graduate, Yes,7100000,27900000,10,328, Rejected,Female,33
3, Graduate, Yes,9800000,28200000,12,721, Approved,Female,56
0, Graduate, Yes,6900000,17000000,20,599, Approved,Male,35
0, Not Graduate, No,2400000,5000000,14,580, Approved,Male,27
1, Not Graduate, Yes,2100000,4900000,10,744, Approved,Male,46
2, Graduate, Yes,7200000,23900000,4,559, Approved,Female,27
2, Graduate, No,4600000,13500000,16,587, Approved,Male,22
5, Graduate, Yes,9900000,31800000,18,817, Approved,Male,41
4, Not Graduate, Yes,300000,1000000,20,655, Approved,Female,35
5, Graduate, Yes,6900000,23900000,6,382, Rejected,Female,24
2, Graduate, Yes,1700000,4300000,6,765, Approved,Male,50
2, Graduate, Yes,4400000,10000000,20,516, Rejected,Female,28
4, Not Graduate, Yes,4300000,15000000,8,383, Rejected,Female,22
2, Not Graduate, No,3700000,14100000,6,633, Approved,Female,43
1, Graduate, No,5900000,15200000,2,547, Rejected,Female,31
5, Not Graduate, Yes,8600000,26300000,10,843, Approved,Male,26
3, Not Graduate, Yes,3400000,13200000,8,783, Approved,Male,21
3, Not Graduate, Yes,1000000,3200000,14,790, Approved,Male,35
1, Not Graduate, Yes,4400000,14200000,16,409, Rejected,Male,29
0, Not Graduate, No,3600000,7800000,14,376, Rejected,Male,49
3, Not Graduate, No,1400000,2700000,8,625, Approved,Female,59
0, Not Graduate, No,5300000,10900000,18,707, Approved,Male,46
3, Graduate, Yes,9400000,20500000,6,645, Approved,Male,39
4, Not Graduate, Yes,6600000,22100000,6,887, Approved,Male,32
5, Graduate, No,9800000,37600000,18,319, Rejected,Male,45
1, Not Graduate, No,1900000,4900000,20,647, Approved,Male,27
2, Not Graduate, Yes,5800000,22500000,6,888, Approved,Male,41
2, Not Graduate, No,3100000,10400000,10,420, Rejected,Female,33
0, Graduate, No,6800000,18400000,2,791, Approved,Female,49
5, Not Graduate, No,4600000,16200000,12,891, Approved,Male,23
2, Not Graduate, Yes,200000,700000,16,641, Approved,Male,21
3, Not Graduate, Yes,9500000,22800000,6,319, Rejected,Female,43
5, Not Graduate, Yes,6200000,22200000,20,819, Approved,Male,40
4, Not Graduate, Yes,9700000,32300000,18,387, Rejected,Female,23
5, Graduate, Yes,4200000,12300000,2,686, Approved,Male,52
1, Graduate, Yes,5700000,12000000,4,415, Rejected,Male,64
2, Graduate, Yes,200000,500000,6,885, Rejected,Male,29
4, Graduate, No,8000000,25500000,4,722, Approved,Male,30
4, Graduate, No,5200000,20400000,20,761, Approved,Female,47
1, Graduate, Yes,7100000,15200000,8,389, Rejected,Male,58
1, Graduate, Yes,9300000,27900000,12,600, Approved,Female,79
5, Graduate, No,2000000,6100000,2,407, Approved,Female,55
3, Graduate, Yes,3900000,14000000,18,829, Approved,Female,37
2, Not Graduate, No,2800000,5900000,6,895, Approved,Male,20
5, Graduate, Yes,3000000,11100000,12,441, Rejected,Female,35
4, Not Graduate, No,4500000,9800000,16,895, Approved,Female,22
4, Graduate, No,1900000,4300000,4,826, Approved,Female,33
1, Graduate, No,2300000,7200000,8,453, Rejected,Female,35
0, Graduate, No,4700000,17500000,2,701, Approved,Female,45
2, Not Graduate, Yes,1300000,2700000,8,627, Approved,Male,27
3, Graduate, No,3100000,11000000,2,543, Approved,Male,59
0, Graduate, No,8400000,17500000,18,411, Rejected,Male,28
5, Graduate, Yes,1700000,5800000,4,583, Approved,Female,29
2, Not Graduate, No,1900000,7500000,2,889, Approved,Female,25
3, Not Graduate, No,2400000,8600000,8,684, Approved,Male,33
5, Graduate, No,6800000,20500000,10,578, Approved,Male,21
1, Graduate, No,2900000,10900000,20,445, Rejected,Female,22
4, Graduate, Yes,8900000,26300000,10,369, Rejected,Female,54
1, Not Graduate, No,8800000,22200000,18,794, Approved,Male,26
0, Graduate, Yes,8200000,19200000,16,492, Rejected,Male,44
3, Not Graduate, Yes,3600000,13200000,16,557, Approved,Male,80
4, Graduate, Yes,9500000,31800000,6,519, Rejected,Male,36
0, Not Graduate, Yes,1900000,5700000,18,699, Approved,Male,23
3, Not Graduate, Yes,9100000,24600000,2,741, Approved,Male,58
5, Graduate, No,1100000,3800000,18,508, Rejected,Male,29
5, Not Graduate, Yes,1100000,2800000,10,647, Approved,Female,59
1, Graduate, No,9300000,28600000,14,656, Approved,Male,28
4, Graduate, Yes,3900000,10600000,2,439, Rejected,Male,28
5, Not Graduate, Yes,1500000,4000000,12,350, Rejected,Female,26
5, Graduate, No,800000,2200000,6,493, Rejected,Female,34
4, Graduate, No,600000,1800000,6,851, Approved,Male,66
2, Graduate, No,4400000,12500000,18,492, Rejected,Male,45
4, Graduate, Yes,2700000,5400000,6,861, Approved,Male,44
3, Not Graduate, Yes,6200000,14600000,2,664, Approved,Male,43
5, Graduate, Yes,700000,1300000,16,362, Rejected,Female,64
0, Graduate, No,3400000,9400000,6,703, Approved,Male,26
1, Not Graduate, Yes,4900000,16800000,12,758, Approved,Male,56
3, Not Graduate, Yes,4200000,9700000,2,396, Rejected,Male,31
0, Graduate, Yes,5300000,10600000,2,828, Approved,Male,20
5, Graduate, Yes,3700000,10000000,20,709, Approved,Male,41
4, Not Graduate, Yes,5600000,17500000,10,528, Rejected,Male,48
2, Graduate, Yes,4300000,16000000,14,623, Approved,Male,33
4, Not Graduate, Yes,7100000,24500000,14,599, Approved,Male,39
4, Graduate, Yes,5400000,12700000,4,622, Approved,Female,31
0, Not Graduate, No,6000000,13100000,6,385, Rejected,Male,35
4, Graduate, Yes,4100000,12500000,2,579, Approved,Female,35
4, Not Graduate, No,8300000,17900000,20,846, Approved,Female,51
3, Graduate, No,8100000,23900000,10,449, Rejected,Female,38
1, Not Graduate, No,7200000,24900000,14,666, Approved,Male,42
5, Graduate, No,7200000,17500000,4,380, Rejected,Male,47
2, Graduate, Yes,3500000,8100000,4,589, Approved,Female,22
1, Graduate, No,6200000,19500000,12,845, Approved,Male,38
3, Not Graduate, No,5200000,17300000,10,401, Rejected,Female,34
0, Not Graduate, No,4500000,14500000,2,766, Approved,Female,43
5, Not Graduate, No,5400000,15100000,12,522, Rejected,Female,44
3, Not Graduate, Yes,2000000,6900000,6,834, Approved,Male,55
3, Graduate, No,8900000,25400000,8,588, Approved,Female,25
2, Graduate, No,5000000,10600000,4,570, Approved,Female,69
2, Graduate, No,4900000,17600000,6,860, Approved,Female,32
4, Graduate, Yes,5300000,19200000,4,655, Approved,Female,23
3, Not Graduate, Yes,8500000,27700000,4,457, Approved,Female,28
5, Graduate, Yes,700000,2100000,14,863, Approved,Female,23
3, Not Graduate, Yes,5900000,18900000,4,742, Approved,Female,34
3, Graduate, No,3500000,13300000,4,798, Approved,Male,37
5, Not Graduate, Yes,7700000,18900000,16,552, Approved,Female,26
2, Not Graduate, Yes,4500000,12500000,12,418, Rejected,Female,39
0, Graduate, No,9100000,22200000,6,419, Rejected,Male,31
1, Not Graduate, Yes,9000000,29900000,2,668, Approved,Female,29
2, Not Graduate, No,8900000,29200000,8,608, Approved,Female,76
5, Not Graduate, No,6500000,13800000,10,342, Rejected,Male,29
4, Not Graduate, Yes,8100000,18000000,8,817, Approved,Female,23
1, Not Graduate, No,8400000,29900000,16,476, Rejected,Male,27
0, Not Graduate, No,5300000,20000000,6,881, Approved,Male,44
2, Graduate, No,4100000,15600000,12,838, Approved,Male,47
3, Not Graduate, No,6900000,27400000,4,406, Approved,Male,34
1, Graduate, Yes,5200000,19500000,12,778, Approved,Female,34
5, Not Graduate, Yes,2000000,7400000,14,799, Approved,Male,22
3, Graduate, No,4600000,17800000,20,716, Approved,Male,37
0, Graduate, Yes,7100000,20100000,16,756, Approved,Female,49
0, Not Graduate, No,9300000,20100000,10,743, Approved,Male,27
3, Not Graduate, No,5400000,19400000,20,731, Approved,Female,64
3, Not Graduate, No,4100000,8500000,2,833, Approved,Female,70
4, Not Graduate, No,4900000,11400000,8,470, Rejected,Male,54
5, Graduate, Yes,5400000,21200000,20,734, Approved,Female,57
0, Graduate, No,3000000,9600000,12,620, Approved,Female,47
0, Not Graduate, Yes,6800000,14400000,8,812, Approved,Male,66
4, Graduate, Yes,5100000,14000000,12,459, Rejected,Female,51
0, Graduate, Yes,9800000,32600000,10,704, Approved,Female,21
1, Graduate, Yes,1600000,4100000,6,391, Rejected,Female,36
4, Graduate, No,8000000,29100000,4,421, Approved,Female,58
5, Graduate, No,2900000,6700000,14,796, Approved,Male,44
4, Graduate, No,9200000,30300000,10,607, Approved,Male,67
3, Not Graduate, No,9500000,20400000,14,376, Rejected,Female,23
0, Graduate, Yes,3700000,8500000,8,424, Rejected,Male,49
5, Graduate, Yes,7100000,20800000,6,442, Rejected,Male,22
5, Not Graduate, No,5600000,17600000,14,448, Rejected,Male,65
0, Graduate, Yes,1200000,2700000,2,638, Approved,Female,32
3, Not Graduate, No,1600000,5600000,6,710, Approved,Male,34
4, Not Graduate, Yes,1600000,4800000,20,641, Approved,Male,25
2, Not Graduate, No,5300000,20200000,10,348, Rejected,Female,71
5, Not Graduate, No,9100000,19900000,20,519, Rejected,Male,78
4, Not Graduate, Yes,9400000,35000000,10,517, Rejected,Female,64
3, Not Graduate, No,5900000,22400000,6,375, Rejected,Male,36
2, Graduate, Yes,1100000,3400000,10,426, Rejected,Male,32
4, Graduate, Yes,3100000,11500000,14,785, Approved,Female,33
4, Not Graduate, No,2200000,8600000,20,373, Rejected,Male,36
1, Graduate, No,6000000,20100000,6,476, Rejected,Female,20
1, Graduate, Yes,2000000,5600000,18,320, Rejected,Male,53
4, Graduate, No,7200000,22900000,18,657, Approved,Female,77
1, Not Graduate, Yes,500000,1900000,12,868, Approved,Female,25
1, Not Graduate, Yes,5800000,13900000,6,345, Rejected,Female,21
0, Not Graduate, No,200000,300000,6,472, Rejected,Female,63
4, Not Graduate, Yes,4600000,9500000,20,613, Approved,Female,29
5, Not Graduate, Yes,4600000,12800000,14,769, Approved,Female,36
1, Graduate, No,6500000,23100000,20,741, Approved,Female,27
4, Not Graduate, Yes,4400000,16600000,14,889, Approved,Male,31
0, Not Graduate, Yes,900000,3600000,10,683, Approved,Female,30
0, Not Graduate, Yes,3200000,7400000,18,780, Approved,Female,42
3, Graduate, No,600000,1100000,8,538, Rejected,Male,57
1, Not Graduate, No,5200000,12600000,10,721, Approved,Male,39
3, Not Graduate, Yes,6400000,15200000,14,467, Rejected,Female,31
2, Not Graduate, No,1000000,2500000,6,551, Approved,Female,48
2, Not Graduate, No,6800000,14800000,14,803, Approved,Female,38
0, Graduate, No,3000000,8400000,10,361, Rejected,Female,44
1, Not Graduate, Yes,8700000,30700000,6,708, Approved,Female,41
4, Graduate, Yes,8800000,20900000,18,766, Approved,Female,25
1, Not Graduate, Yes,3900000,11500000,2,464, Rejected,Male,31
5, Graduate, No,1700000,4300000,2,517, Rejected,Female,35
3, Not Graduate, Yes,900000,2300000,6,747, Approved,Male,60
1, Not Graduate, No,7200000,24700000,6,596, Approved,Male,51
0, Graduate, No,9200000,25400000,2,783, Approved,Male,64
3, Not Graduate, No,5700000,19400000,2,335, Approved,Female,31
5, Not Graduate, Yes,1100000,2700000,4,889, Approved,Male,68
2, Not Graduate, Yes,1100000,2200000,4,874, Approved,Male,29
0, Graduate, Yes,6000000,23900000,4,394, Approved,Female,30
2, Graduate, Yes,8100000,28500000,20,420, Rejected,Female,34
2, Not Graduate, Yes,6500000,25100000,20,848, Approved,Female,24
0, Graduate, Yes,7600000,17900000,16,788, Approved,Female,62
1, Graduate, No,2200000,4900000,8,509, Rejected,Female,37
4, Graduate, Yes,6300000,23900000,6,899, Approved,Female,29
4, Not Graduate, Yes,6700000,15800000,12,466, Rejected,Male,70
5, Graduate, Yes,1300000,4300000,2,595, Approved,Male,53
1, Not Graduate, No,2800000,6700000,12,322, Rejected,Female,24
3, Graduate, No,7000000,18900000,2,691, Approved,Male,48
3, Not Graduate, Yes,8800000,26700000,10,379, Rejected,Female,35
0, Graduate, No,8900000,25800000,18,531, Rejected,Male,32
5, Not Graduate, No,7000000,21800000,4,631, Approved,Male,58
0, Graduate, Yes,6900000,18600000,10,330, Rejected,Female,65
5, Graduate, No,9200000,29200000,16,383, Rejected,Female,31
0, Graduate, Yes,6100000,19700000,16,678, Approved,Female,50
1, Graduate, Yes,4400000,14700000,8,894, Approved,Female,26
4, Not Graduate, No,9900000,22700000,12,567, Approved,Male,35
5, Not Graduate, No,3900000,14000000,4,708, Approved,Female,33
3, Graduate, No,6800000,21200000,2,433, Approved,Male,33
4, Not Graduate, No,3600000,8700000,14,302, Rejected,Female,55
4, Graduate, No,700000,2600000,14,736, Approved,Female,40
2, Not Graduate, Yes,4000000,8500000,6,323, Rejected,Female,39
4, Graduate, No,1800000,4100000,12,670, Approved,Male,36
3, Not Graduate, No,5600000,21000000,12,609, Approved,Female,30
4, Not Graduate, No,6800000,24200000,18,349, Rejected,Female,31
5, Not Graduate, Yes,600000,1500000,2,319, Rejected,Male,37
1, Not Graduate, No,4200000,16200000,14,391, Rejected,Female,42
4, Not Graduate, No,5000000,18700000,10,755, Approved,Male,40
1, Not Graduate, No,4100000,12200000,6,354, Rejected,Male,26
3, Not Graduate, Yes,2200000,8800000,2,877, Approved,Female,49
1, Not Graduate, No,3400000,8600000,16,312, Rejected,Male,52
0, Graduate, No,7100000,15900000,14,746, Approved,Male,24
3, Graduate, No,5800000,19600000,16,313, Rejected,Male,27
2, Graduate, No,3400000,12900000,14,857, Approved,Male,24
2, Not Graduate, No,7700000,18300000,20,504, Rejected,Female,26
0, Graduate, No,500000,1200000,14,556, Approved,Female,22
2, Graduate, Yes,5300000,11000000,14,393, Rejected,Female,41
0, Graduate, No,4700000,14400000,14,881, Approved,Female,30
2, Graduate, Yes,4300000,12200000,14,719, Approved,Male,20
2, Graduate, Yes,900000,2500000,16,458, Rejected,Male,23
4, Graduate, No,2000000,7500000,14,857, Approved,Female,39
2, Graduate, Yes,2000000,7600000,16,429, Rejected,Male,64
